,word,positive count,negative count,positive sentiment,negative sentiment
654,human,2,2,0.4513,-0.2202
655,Files,6,1,0.5719,0.0
656,cut,2,2,0.40735,-0.2732
657,got,3,18,0.3251,-0.287177777778
658,Oscar,58,1,0.773287931034,0.0
659,Company,1,133,0.4436,-0.476641353383
660,seems,4,2,0.7845,-0.50055
661,realize,1,1,0.0772,-0.8271
662,Scandal,2,47,0.21515,-0.517714893617
663,4,1,12,0.2869,-0.231033333333
664,crying,1,1,0.2023,-0.7644
665,prison,1,4,0.0258,-0.695
666,News,3,56,0.342866666667,-0.404758928571
667,save,2,1,0.2263,-0.2111
668,Robert,2,1,0.5521,0.0
669,surprised,3,5,0.4243,-0.37616
670,gave,46,4,0.824576086957,-0.5423
671,actresses,1,8,0.5859,-0.366275
672,...,36,107,0.675347222222,-0.150496261682
673,victims,2,17,0.3501,-0.494347058824
674,Oh,1,6,0.4404,-0.0814166666667
675,read,11,9,0.226127272727,-0.372911111111
676,James,27,2,0.457774074074,-0.50795
677,breaks,1,1,0.1027,0.0
678,gonna,1,1,0.5994,-0.7753
679,early,32,1,0.4019,0.0
680,Farrow,63,5,0.376549206349,-0.19416
681,know,10,71,0.51661,-0.257609859155
682,Tarantino,8,23,0.34055,-0.0852565217391
683,bit,1,40,0.4019,-0.0146475
684,like,75,255,0.401749333333,-0.387703137255
685,ON,2,3,0.53705,-0.3347
686,Fashion,1,3,0.4019,-0.299733333333
687,Trump,69,91,0.432291304348,-0.327691208791
688,Producer,3,3,0.374933333333,0.0
689,OF,1,4,0.872,-0.72795
690,Pig,2,1,0.5521,0.0
691,Biden,1,2,0.4939,-0.667
692,Political,1,1,0.0258,-0.4404
693,donations,2,30,0.4916,-0.139013333333
694,Are,23,3,0.428986956522,-0.280633333333
695,night,3,1,0.5562,0.0
696,Misconduct,6,6,0.537583333333,-0.265083333333
697,Kid,2,1,0.67025,-0.2023
698,Again,3,3,0.564833333333,-0.5892
699,www,1,33,0.5859,-0.333157575758
700,right,9,8,0.398633333333,-0.4958625
701,old,1,4,0.25,-0.43855
702,people,37,78,0.451918918919,-0.531014102564
703,fucking,46,8,0.82772826087,-0.2117625
704,twitter,33,22,0.349121212121,-0.402468181818
705,back,3,32,0.398666666667,-0.3672875
706,added,1,5,0.1593,-0.14006
707,î,2,222,0.195,-0.221641441441
708,Tina,1,1,0.25,0.0
709,New,4,58,0.2712,-0.383994827586
710,harassment,400,686,0.5778,-0.569882944606
711,thinks,2,6,0.7282,-0.4926
712,Friend,3,2,0.4939,-0.30975
713,literally,13,1,0.4215,-0.6908
714,Men,7,25,0.708014285714,-0.607992
715,comments,2,3,0.32025,0.0
716,People,1,8,0.2057,-0.379125
717,Seagal,1,1,0.7027,0.0
718,asking,4,40,0.2778,-0.007955
719,Let,1,21,0.597,-0.720761904762
720,Nothing,4,1,0.128,0.0
721,Here's,8,5,0.3919125,-0.55584
722,He,6,25,0.324016666667,-0.39394
723,#Celebrity,2,1,0.0772,-0.4588
724,power,8,17,0.2185625,-0.244652941176
725,Steven,1,1,0.7027,0.0
726,Up,4,6,0.128,-0.326083333333
727,O,1,5,0.7656,-0.8336
728,Times,7,32,0.323428571429,-0.198409375
729,despicable,1,3,0.5859,-0.6597
730,Goodbye,1,1,0.5574,-0.6369
731,Rock,3,3,0.530166666667,-0.0674333333333
732,Think,1,3,0.6597,-0.3997
733,Leaving,1,8,0.4019,-0.3086875
734,#culture,1,1,0.4019,0.0
735,anything,9,7,0.404588888889,-0.300757142857
736,getting,6,3,0.316566666667,-0.3934
737,industry,3,1,0.2263,-0.7841
738,Get,2,10,0.45295,-0.68103
739,Chastain,2,1,0.5574,0.0
740,guest,8,14,0.6892,-0.7896
741,act,1,3,0.5267,-0.447133333333
742,.html,2,19,0.5094,-0.4592
743,Really,1,6,0.1779,-0.290333333333
744,Quentin,8,11,0.34055,-0.0728727272727
745,Story,1,14,0.3612,-0.492807142857
746,Meryl,1,5,0.3034,-0.3172
747,No,3,195,0.563133333333,-0.373202564103
748,pussy,1,7,0.25,-0.3289
749,Make,3,12,0.701866666667,-0.630666666667
750,Two,1,6,0.34,-0.312166666667
751,Their,1,5,0.6597,-0.2941
752,donated,1,16,0.6305,0.0
753,But,2,12,0.5106,-0.137508333333
754,female,1,3,0.25,-0.175566666667
755,next,2,9,0.72725,-0.184433333333
756,Harvey,1197,5762,0.485120050125,-0.326839465463
757,terminated,2,3,0.1949,-0.180766666667
758,Victims,4,3,0.128,-0.4184
759,..,46,7,0.821108695652,-0.125828571429
760,Lawrence,2,3,0.5423,-0.146366666667
761,Entertainment,2,1,0.4215,-0.5267
762,alleged,1,12,0.4215,-0.285091666667
763,lol,1,1,0.4215,-0.3747
764,Gwyneth,1,12,0.6458,-0.130183333333
765,Anthony,5,16,0.52854,-0.4135375
766,los,1,3,0.34,0.0
767,way,15,15,0.398633333333,-0.235873333333
768,suit,1,2,0.4939,-0.7506
769,NBC,3,11,0.2734,-0.439090909091
770,sexuales,1,10,0.34,0.0
771,Delevingne,3,17,0.394333333333,-0.0638
772,Come,2,4,0.46275,-0.2037
773,Obama,30,51,0.682986666667,-0.457005882353
774,WEINSTEIN,5,39,0.4927,-0.198497435897
775,form,1,1,0.7003,-0.5423
776,Details,1,8,0.34,-0.41735
777,Contract,1,25,0.5684,-0.533176
778,Rehab,2,2,0.38155,-0.3612
779,profile,1,2,0.2263,0.0
780,Following,1,3,0.3612,-0.133433333333
781,ha,1,3,0.34,-0.8957
782,Chelsea,1,7,0.6792,-0.101657142857
783,eat,1,1,0.2023,-0.6908
784,abused,1,3,0.4053,-0.231566666667
785,hire,1,1,0.2263,0.0
786,made,6,18,0.7089,-0.259538888889
787,Fired,1,16,0.4436,-0.68130625
788,Jeff,1,1,0.0772,-0.2441
789,wasn't,400,3,0.5778,-0.0800333333333
790,House,1,2,0.597,0.0
791,Live,2,2,0.0516,-0.75895
792,us,2,9,0.5218,-0.120511111111
793,There's,1,3,0.3612,-0.460533333333
794,abuses,1,3,0.597,-0.636966666667
795,Dench,1,3,0.4588,-0.332833333333
796,FBI,2,14,0.5267,-0.586342857143
797,piece,3,4,0.174533333333,-0.4134
798,called,2,7,0.4404,-0.418142857143
799,expect,1,3,0.4019,-0.5131
800,lena,1,4,0.2263,0.0
801,gone,1,5,0.1779,-0.72136
802,liberal,1,190,0.4053,-0.365352631579
803,influence,1,1,0.6908,0.0
804,pig,1,10,0.3612,-0.32881
805,How,11,27,0.311245454545,-0.31452962963
806,MSM,3,6,0.186566666667,-0.235266666667
807,politics,1,1,0.6808,-0.296
808,face,1,1,0.1761,0.0
809,film,3,36,0.2263,-0.5783
810,EXCLUSIVE,1,1,0.3034,0.0
811,Leftist,2,1,0.0772,-0.5574
812,May,2,2,0.40885,-0.31845
813,45,13,3,0.0450769230769,-0.197333333333
814,tip,1,1,0.63,-0.8074
815,treatment,4,1,0.4019,-0.873
816,ú,7,92,0.492857142857,-0.319634782609
817,O'Reilly,2,4,0.1655,-0.51015
818,TO,1,12,0.5319,-0.420125
819,Speaking,12,16,0.2807,0.0
820,sick,1,13,0.5267,-0.492515384615
821,didn't,11,15,0.392636363636,-0.675326666667
822,really,8,73,0.5880625,-0.171467123288
823,company,1,43,0.0516,-0.483074418605
824,Man,1,2,0.1139,-0.6373
825,Great,10,1,0.7057,-0.4588
826,star,1,6,0.91,-0.36635
827,Like,6,1,0.48135,-0.1531
828,felt,1,1,0.2023,-0.5106
829,U,3,3,0.8979,-0.263733333333
830,she's,1,4,0.2023,0.0
831,CNN,3,15,0.691766666667,-0.790786666667
832,Michaels,3,1,0.387966666667,-0.6369
833,Yep,3,2,0.317166666667,-0.1027
834,sides,1,2,0.1761,-0.7096
835,ago,7,36,0.412485714286,-0.191244444444
836,likeliest,1,166,0.2023,-0.1531
837,wife,2,19,0.22545,-0.428784210526
838,odds,1,1,0.5423,-0.886
839,Am,1,1,0.7506,0.0
840,together,1,6,0.6908,-0.3612
841,An,2,20,0.51315,-0.134355
842,look,5,5,0.44266,-0.4225
843,As,1,62,0.34,-0.269574193548
844,At,4,9,0.42755,-0.305866666667
845,2004,1,2,0.4215,-0.7542
846,time,1,25,0.1779,-0.507876
847,Roger,1,7,0.7656,-0.849185714286
848,Harassment,10,124,0.26877,-0.643260483871
849,Contributions,1,2,0.0258,-0.3774
