,word,positive count,negative count,positive sentiment,negative sentiment
541,heard,7.0,4.0,0.512557142857,-0.582125
542,performed,1.0,2.0,0.25,-0.61395
543,allowed,2.0,8.0,0.5859,-0.596375
544,Damon,3.0,2.0,0.675966666667,-0.4791
545,YOUR,2.0,5.0,0.6531,-0.54014
546,Happened,3.0,1.0,0.5307,-0.7103
547,pink,44.0,15.0,0.5907,-0.655566666667
548,Who,18.0,17.0,0.367794444444,-0.475476470588
549,1,31.0,12.0,0.303741935484,-0.57005
550,till,2.0,1.0,0.5106,0.0
551,s.,5.0,3.0,0.67576,-0.2941
552,speaks,5.0,9.0,0.4315,-0.506455555556
553,Why,66.0,30.0,0.436712121212,-0.50301
554,Looks,2.0,2.0,0.3829,-0.2023
555,mas,1.0,3.0,0.4019,-0.6616
556,143,1.0,1.0,0.765,-0.4019
557,may,3.0,4.0,0.4025,-0.44635
558,disgusted,1.0,1.0,0.3815,-0.8268
559,mad,1.0,1.0,0.4374,-0.431
560,mag,5.0,1.0,0.55566,-0.0516
561,on...,2.0,1.0,0.42415,-0.34
562,guys,13.0,3.0,0.501515384615,-0.2519
563,man,8.0,23.0,0.450975,-0.542547826087
564,remember,6.0,11.0,0.486383333333,-0.410345454545
565,maybe,9.0,5.0,0.427833333333,-0.51682
566,si,1.0,1.0,0.7906,-0.5267
567,jail,1.0,4.0,0.4199,-0.41695
568,talk,6.0,3011.0,0.424483333333,-0.800309730986
569,cute,2.0,1.0,0.1941,-0.636
570,Affleck,11.0,1.0,0.0735,0.0
571,á,1.0,8.0,0.3612,-0.47995
572,years,422.0,1211.0,0.548089099526,-0.501220561519
573,brain,2.0,1.0,0.6798,0.0
574,kimmel,1.0,1.0,0.4019,-0.2942
575,Covered,31.0,20.0,0.223780645161,-0.608805
576,White,3.0,2.0,0.4684,-0.5836
577,still,13.0,6.0,0.474115384615,-0.710433333333
578,blocked,6.0,52.0,0.4144,-0.2732
579,RT,2.0,11.0,0.4211,-0.547972727273
580,group,1.0,2.0,0.3612,-0.59115
581,thank,6.0,1.0,0.5593,-0.5106
582,he's,3.0,5.0,0.213133333333,-0.44176
583,interesting,7.0,1.0,0.492928571429,0.0
584,Wesley,3.0,1.0,0.574166666667,-0.4215
585,World,1.0,1.0,0.6369,-0.902
586,main,1.0,1.0,0.0772,-0.8567
587,decades,31.0,291.0,0.403119354839,-0.316778350515
588,Make,5.0,49.0,0.41158,-0.444771428571
589,Wait,1.0,3.0,0.2023,-0.611833333333
590,3,2.0,4.0,0.59935,-0.5197
591,interview,90.0,152.0,0.398322222222,-0.239396052632
592,She,138.0,146.0,0.414803623188,-0.491738356164
593,half,1.0,2.0,0.6369,-0.8074
594,son,1.0,1.0,0.4559,-0.8567
595,HRC,1.0,11.0,0.3612,-0.715745454545
596,Vogue,2.0,7.0,0.6128,-0.364285714286
597,name,14.0,11.0,0.472907142857,-0.5573
598,x10,2.0,1.0,0.25985,-0.7003
599,el,10.0,3.0,0.41838,-0.6534
600,en,4.0,12.0,0.466325,-0.355466666667
601,eh,1.0,1.0,0.8072,-0.8689
602,Dude,1.0,1.0,0.4215,0.0
603,Except,1.0,1.0,0.5972,-0.5574
604,Live,28.0,20.0,0.328135714286,-0.444135
605,preaching,1.0,1.0,0.3612,-0.6476
606,sexually,15.0,44.0,0.3121,-0.651852272727
607,eu,1.0,1.0,0.7906,-0.743
608,girl,3.0,5.0,0.2782,-0.46978
609,ú,105.0,45.0,0.719976190476,-0.388682222222
610,es,1.0,6.0,0.2023,-0.426366666667
611,Elizabeth,1.0,1.0,0.8225,-0.6037
612,profit,1.0,1.0,0.776,-0.5
613,Joy,4.0,3.0,0.58265,-0.512633333333
614,pedophile,2.0,2.0,0.8225,-0.9528
615,looking,2.0,8.0,0.29915,-0.4629
616,Joe,5.0,12.0,0.35866,-0.471916666667
617,Jon,1.0,1.0,0.2732,-0.4767
618,shows,1.0,8.0,0.7463,-0.6822625
619,THANK,3.0,1.0,0.5859,-0.8506
620,Rights,25.0,18.0,0.324944,-0.484988888889
621,million,17.0,2.0,0.230294117647,-0.55165
622,quite,4.0,1.0,0.313925,-0.4939
623,prostituted,1.0,35.0,0.34,-0.246094285714
624,Isn't,3.0,6.0,0.641566666667,-0.6574
625,care,10.0,2.0,0.67751,-0.69225
626,language,2.0,3.0,0.64015,-0.3406
627,turn,3.0,3.0,0.440966666667,-0.307166666667
628,place,8.0,5.0,0.44275,-0.5282
629,Eric,1.0,1.0,0.4404,-0.5983
630,waited,53.0,1132.0,0.465224528302,-0.5023
631,Speak,7.0,10.0,0.6708,-0.12625
632,Even,1.0,3.0,0.6369,-0.599033333333
633,initial,3.0,3.0,0.2263,-0.350033333333
634,spoken,4.0,8.0,0.366175,-0.389625
635,Asia,21.0,2.0,0.549280952381,-0.3921
636,mucho,1.0,2.0,0.3612,-0.1829
637,#BoycottHollywood,1.0,1.0,0.0644,-0.9169
638,directly,2.0,1.0,0.3365,-0.3182
639,Hollywood,37.0,5995.0,0.478586486486,-0.789326889074
640,drove,1.0,1.0,0.6369,-0.0772
641,ù,32.0,46.0,0.42144375,-0.399293478261
642,tomorrow,1.0,1.0,0.296,-0.1779
643,millions,3.0,3.0,0.324566666667,-0.3094
644,given,1.0,1.0,0.6369,0.0
645,silent,16.0,32.0,0.200525,-0.487028125
646,slept,19.0,2.0,0.261373684211,-0.5859
647,TOMORROW,43.0,2.0,0.3122,-0.2263
648,anyone,13.0,14.0,0.529461538462,-0.557821428571
649,Hmm,1.0,4.0,0.2144,-0.2752
650,2,33.0,90.0,0.476136363636,-0.465295555556
651,Such,1.0,2.0,0.296,-0.5414
652,white,1.0,5.0,0.8271,-0.4906
653,speaking,38.0,5.0,0.652407894737,-0.48682
654,gives,10.0,11.0,0.46879,-0.4946
655,eyes,1.0,1.0,0.4939,-0.5267
656,on.,3.0,1.0,0.475,-0.3818
657,huh,2.0,1.0,0.2523,-0.8053
658,broadcast,40.0,1.0,0.61087,-0.5096
659,NBC,2.0,1.0,0.5662,-0.5106
660,hillary,2.0,1.0,0.34,-0.9011
661,Miley,2.0,4.0,0.61675,-0.47855
662,11,11.0,1.0,0.4609,-0.8197
663,10,6.0,27.0,0.539783333333,-0.606251851852
664,13,2.0,1.0,0.4648,-0.7777
665,12,4.0,3.0,0.52985,-0.6478
666,Love,10.0,1.0,0.54372,0.0
667,14,4.0,1.0,0.32135,-0.5984
668,17,2.0,587.0,0.4648,-0.61609165247
669,18,4.0,586.0,0.533375,-0.6166
670,protected,3.0,7.0,0.401333333333,-0.3513
671,LISA,2.0,1.0,0.5008,-0.628
672,#nastywomen,1.0,1.0,0.3182,-0.5612
673,DO,2.0,1.0,0.54765,-0.5423
674,He's,4.0,6.0,0.428225,-0.4049
675,turned,4.0,3.0,0.537475,-0.178466666667
676,DC,3.0,3.0,0.651966666667,-0.6399
677,sad,8.0,7.0,0.6824,-0.720514285714
678,say,98.0,54.0,0.783085714286,-0.644809259259
679,Trash,4.0,15.0,0.4604,-0.296
680,saw,3.0,9.0,0.1681,-0.367788888889
681,BOTH,5.0,4.0,0.4019,-0.585
682,bashing,5.0,1.0,0.47852,-0.3818
683,take,19.0,11.0,0.412878947368,-0.501781818182
684,begin,2.0,3.0,0.128,-0.0772
685,sure,25.0,19.0,0.513468,-0.352010526316
686,multiple,16.0,3.0,0.2263,-0.5707
687,knew,89.0,33.0,0.383237078652,-0.487057575758
688,paid,4.0,5.0,0.495025,-0.5815
689,falls,6.0,1.0,0.765,-0.2481
690,assault,2.0,12.0,0.5994,-0.361758333333
691,sheets,2.0,7.0,0.47905,-0.453628571429
692,Cher,13.0,595.0,0.4665,-0.61693394958
693,especially,1.0,2.0,0.3182,-0.8323
694,considered,1.0,1.0,0.34,-0.7269
695,later,7.0,38.0,0.468128571429,-0.439144736842
696,Allegations,2.0,22.0,0.6486,-0.550227272727
697,Fuck,1.0,1.0,0.3182,-0.25
698,shot,2.0,1.0,0.4753,-0.7506
699,show,9.0,20.0,0.538933333333,-0.5477
700,Once,1.0,2.0,0.7125,-0.6486
701,cheap,2.0,3.0,0.5574,-0.6433
702,Stephen,5.0,1.0,0.30118,-0.2942
703,pedophiles,1.0,2.0,0.0772,-0.55195
704,Wants,35.0,18.0,0.330148571429,-0.477955555556
705,We,40.0,18.0,0.45446,-0.535094444444
706,Woman,7.0,63.0,0.4656,-0.747068253968
707,dick,1.0,1.0,0.2177,-0.5106
708,behind,3.0,3.0,0.3755,-0.498566666667
709,crime,4.0,3.0,0.143575,-0.5368
710,tears,2.0,4.0,0.4648,-0.5604
711,going,42.0,115.0,0.416238095238,-0.201306956522
712,black,4.0,3.0,0.0258,-0.393366666667
713,Telling,1.0,1.0,0.3182,-0.25
714,God-Inspired,14.0,3.0,0.6597,-0.267933333333
715,watching,5.0,17.0,0.54338,-0.337547058824
716,...so,145.0,2.0,0.4486,-0.58135
717,get,42.0,151.0,0.577502380952,-0.198905960265
718,H,1.0,2.0,0.3612,-0.7083
719,HAD,2.0,17.0,0.61755,-0.368482352941
720,truly,3.0,3.0,0.344533333333,-0.461933333333
721,HAS,1.0,2.0,0.508,-0.66695
722,Right,3.0,7.0,0.5549,-0.509614285714
723,W.,12.0,4.0,0.562175,-0.2005
724,AFTER,5.0,2.0,0.7796,-0.6096
725,stupid,4.0,4.0,0.7005,-0.50595
726,could've,2.0,1.0,0.331,-0.1263
727,bought,1.0,2.0,0.1027,-0.76355
728,learn,2.0,1.0,0.2524,-0.4939
729,Stood,3.0,5.0,0.709933333333,-0.10846
730,Lupita,6.0,51.0,0.223633333333,-0.405823529412
731,wonder,4.0,23.0,0.5294,-0.667743478261
732,That,10.0,35.0,0.47084,-0.49754
733,ways,3.0,1.0,0.2023,-0.5859
734,enough,4.0,7.0,0.722425,-0.601228571429
735,jobs,1.0,4.0,0.4019,-0.41795
736,FOR,10.0,15.0,0.39687,-0.425086666667
737,Woman's,9.0,6.0,0.6408,-0.629733333333
738,blame,19.0,11.0,0.320684210526,-0.481954545455
739,como,7.0,4.0,0.306857142857,-0.338675
740,hurts,1.0,1.0,0.4149,-0.7202
741,article,5.0,4.0,0.61998,-0.57165
742,come,31.0,159.0,0.504732258065,-0.519927044025
743,Accusers,2.0,1.0,0.4588,-0.8271
744,talented,10.0,1.0,0.82767,-0.6313
745,Give,26.0,7.0,0.5108,-0.526914285714
746,many,24.0,52.0,0.544004166667,-0.465638461538
747,hypocrisy,2.0,23.0,0.51695,-0.293230434783
748,according,2.0,1.0,0.50015,-0.8934
749,flipped,1.0,1.0,0.296,-0.5838
750,can't,6.0,27.0,0.582316666667,-0.684362962963
751,among,2.0,1.0,0.7877,-0.7506
752,Guess,1.0,1.0,0.1719,-0.8689
753,â,1.0,1.0,0.3182,-0.2225
754,Decision,7.0,8.0,0.6708,-0.0838125
755,por,5.0,6.0,0.35878,-0.50755
756,period,4.0,5.0,0.52275,-0.13194
757,liberal,16.0,16.0,0.51223125,-0.3864125
758,#metoo,5.0,2.0,0.32218,-0.4345
759,custody,1.0,2.0,0.5267,-0.631
760,#utm_medium,4.0,14.0,0.6512,-0.447371428571
761,cares,4.0,2.0,0.42295,-0.2631
762,But,15.0,38.0,0.33952,-0.529913157895
763,cared,7.0,2.0,0.639714285714,-0.1596
764,wants,5.0,11.0,0.52864,-0.455654545455
765,offered,6.0,21.0,0.581966666667,-0.503723809524
766,irrelevant,1.0,2.0,0.4019,-0.35
767,former,1.0,1.0,0.1779,-0.926
768,countless,25.0,168.0,0.3612,-0.47263452381
769,sound,1.0,3.0,0.3291,-0.351233333333
770,cast,1.0,5.0,0.5095,-0.55192
771,cancelled,2.0,1.0,0.5949,-0.3254
772,Lauren,18.0,2.0,0.3656,-0.48325
773,HERSELF,1.0,1.0,0.2023,-0.858
774,taking,2.0,5.0,0.4939,-0.52318
775,it.,16.0,181.0,0.6372875,-0.465441436464
776,quiet,9.0,2995.0,0.466133333333,-0.798756494157
777,Better,2.0,1.0,0.0258,0.0
778,bias,1.0,2.0,0.5448,-0.5237
779,rally,4.0,4.0,0.481625,-0.561375
780,POTUS,9.0,64.0,0.436988888889,-0.531684375
781,fame,26.0,39.0,0.416376923077,-0.252492307692
782,different,5.0,1.0,0.41474,-0.347
783,pas,4.0,1.0,0.6369,-0.0516
784,Complete,1.0,1.0,0.296,-0.8271
785,pay,1.0,2.0,0.34,-0.415
786,speech,13.0,11.0,0.464292307692,-0.626536363636
787,pal,1.0,1.0,0.3612,-0.802
788,status,17.0,75.0,0.3241,-0.508509333333
789,I,646.0,454.0,0.535651393189,-0.556593612335
790,IS,57.0,19.0,0.379098245614,-0.474531578947
791,IT,1.0,3.0,0.296,-0.715666666667
792,L,5.0,4.0,0.4014,-0.719625
793,totally,5.0,1.0,0.56682,-0.7241
794,mentally,4.0,3.0,0.42955,-0.446266666667
795,complained,2.0,101.0,0.37335,-0.0516
796,Says,1.0,3.0,0.1779,-0.5696
797,Is,12.0,47.0,0.38925,-0.512934042553
798,#NastyWoman,3.0,1.0,0.308233333333,-0.25
799,It,17.0,15.0,0.620641176471,-0.528653333333
800,without,5.0,10.0,0.30744,-0.40412
801,Im,1.0,1.0,0.7184,-0.1007
802,comes,149.0,2.0,0.443569798658,-0.73065
803,In,57.0,34.0,0.369156140351,-0.488791176471
804,If,25.0,14.0,0.476944,-0.462092857143
805,You're,4.0,5.0,0.10645,-0.33172
806,money,12.0,13.0,0.490816666667,-0.629476923077
807,BACK,3.0,12.0,0.5859,-0.319983333333
808,actress,14.0,16.0,0.560328571429,-0.453125
809,ch,1.0,1.0,0.4215,-0.5983
810,touch,1.0,1.0,0.4336,-0.8402
811,ü,6.0,6.0,0.744683333333,-0.27585
812,blow,4.0,4.0,0.203,-0.770775
813,tirade,1.0,7.0,0.5949,-0.742485714286
814,Would,9.0,5.0,0.396988888889,-0.41042
815,feminist,200.0,13.0,0.4222795,-0.643553846154
816,thinking,7.0,12.0,0.344657142857,-0.679091666667
817,rose,9.0,1.0,0.557477777778,-0.7865
818,seems,1.0,5.0,0.5411,-0.3923
819,except,4.0,28.0,0.372625,-0.7096
820,pile,1.0,1.0,0.4515,-0.4019
821,4,12.0,69.0,0.4697,-0.518613043478
822,feminism,1.0,5.0,0.3612,-0.6017
823,real,4.0,30.0,0.3887,-0.56474
824,around,19.0,4.0,0.598831578947,-0.6373
825,read,2.0,14.0,0.47355,-0.365628571429
826,Many,8.0,5.0,0.1460375,-0.53782
827,Forlani,1.0,2.0,0.7506,-0.2263
828,gonna,1.0,2.0,0.5204,-0.3454
829,mom,4.0,2.0,0.56035,-0.84375
830,using,6.0,1.0,0.236966666667,-0.8181
831,lady,1.0,1.0,0.4215,-0.9059
832,Example,1.0,1.0,0.6229,-0.7003
833,Brave,5.0,12.0,0.7253,-0.629075
834,fortune,2.0,1.0,0.65075,-0.1779
835,Biden,4.0,8.0,0.2427,-0.389875
836,either,3.0,1.0,0.629833333333,-0.6643
837,Misconduct,2.0,2.0,0.8708,-0.296
838,Man,3.0,2.0,0.372,-0.29675
839,Before,1.0,1.0,0.4712,0.0
840,exposed,5.0,1.0,0.40038,-0.8567
841,ewww,1.0,1.0,0.7717,-0.1877
842,Seriously,3.0,1.0,0.587566666667,-0.8827
843,New,11.0,12.0,0.418127272727,-0.429608333333
844,thinks,148.0,4.0,0.450659459459,-0.55665
845,Wake,1.0,4.0,0.7152,-0.3623
846,¥,1.0,2.0,0.4215,-0.51935
847,IT'S,1.0,1.0,0.7125,-0.8833
848,decent,1.0,1.0,0.4767,-0.4939
849,predators,1.0,2.0,0.8271,-0.2023
850,JUST,1.0,5.0,0.6115,-0.74834
851,despicable,1.0,14.0,0.69,-0.442642857143
852,Rock,1.0,1.0,0.296,-0.8299
853,Ivanka,3.0,1.0,0.4588,-0.34
854,ok,2.0,3.0,0.69615,-0.218
855,oh,4.0,2.0,0.224675,-0.5633
856,favorite,1.0,4.0,0.1531,-0.3835
857,meaning,1.0,1.0,0.2732,0.0
858,Check,1.0,1.0,0.2023,-0.6037
859,stand,17.0,7.0,0.302735294118,-0.548328571429
860,act,3.0,1.0,0.428,-0.7479
861,Message,14.0,3.0,0.6597,-0.267933333333
862,deranged,2.0,2.0,0.3612,-0.72195
863,ladies,3.0,2.0,0.598833333333,-0.2023
864,No,11.0,57.0,0.344663636364,-0.580019298246
865,accounts,1.0,1.0,0.6249,-0.34
866,apologize,16.0,2.0,0.30473125,-0.27785
867,Winona,1.0,1.0,0.4939,-0.296
868,NO,7.0,4.0,0.4215,-0.80585
869,alleged,16.0,11.0,0.3420375,-0.510618181818
870,lol,6.0,5.0,0.5621,-0.16184
871,los,1.0,28.0,0.34,-0.0302892857143
872,racist,1.0,2.0,0.5859,-0.59935
873,stars,2.0,15.0,0.3988,-0.504546666667
874,house,5.0,10.0,0.27388,-0.68995
875,escapar,2.0,7.0,0.0935,-0.415614285714
876,Remember,5.0,6.0,0.58162,-0.765416666667
877,gibi,2.0,1.0,0.7506,-0.2263
878,trying,4.0,11.0,0.3237,-0.543636363636
879,longer,1.0,4.0,0.4149,-0.211275
880,abused,9.0,43.0,0.161511111111,-0.744453488372
881,Anyone,8.0,3.0,0.6997625,-0.678266666667
882,fraud,1.0,10.0,0.5374,-0.36217
883,rage,2.0,7.0,0.2481,-0.219271428571
884,wasn't,6.0,5.0,0.3886,-0.42046
885,House,4.0,1.0,0.51785,-0.7616
886,SHOULD,1.0,1.0,0.5574,-0.858
887,Whoopi,9.0,1.0,0.501355555556,-0.6767
888,LET,1.0,1.0,0.7125,0.0
889,agree,3.0,10.0,0.518,-0.5574
890,gone,3.0,2.0,0.2699,-0.60405
891,taste,1.0,3.0,0.0516,-0.0258
892,certain,1.0,1.0,0.2484,0.0
893,forgot,1.0,3.0,0.7184,-0.576
894,al,1.0,1.0,0.6597,-0.128
895,deep,1.0,1.0,0.8316,0.0
896,How,20.0,87.0,0.57087,-0.559195402299
897,An,6.0,4.0,0.765,-0.40595
898,film,1.0,11.0,0.8225,-0.514954545455
899,Monica,1.0,2.0,0.296,-0.5172
900,idiot,1.0,14.0,0.34,-0.552721428571
901,credibility,2.0,2.0,0.65125,-0.4612
902,bragging,2.0,1.0,0.3612,-0.6597
903,5,1.0,5.0,0.4767,-0.45248
904,More,37.0,17.0,0.3135,-0.446694117647
905,Las,1.0,2.0,0.7125,-0.5453
906,poor,3.0,6.0,0.685366666667,-0.4748
907,Great,3.0,1.0,0.3737,-0.0516
908,Judd,2775.0,14348.0,0.484676144144,-0.672831523557
909,important,3.0,1.0,0.546466666667,0.0
910,she's,18.0,40.0,0.397633333333,-0.5526775
911,CNN,7.0,5.0,0.6933,-0.21258
912,Clooney,8.0,2.0,0.1695,-0.50395
913,#AshleyJudd,2.0,3.0,0.32135,-0.650866666667
914,Alec,1.0,1.0,0.7184,-0.7579
915,calls,3.0,10.0,0.5903,-0.16106
916,#WomensMarch,4.0,1.0,0.756775,-0.6705
917,Yeah,7.0,6.0,0.423228571429,-0.557516666667
918,u,12.0,19.0,0.547941666667,-0.858447368421
919,Streep,13.0,67.0,0.511323076923,-0.597104477612
920,Harassment,2.0,17.0,0.2619,-0.462152941176
921,starting,1.0,4.0,0.3612,-0.29455
922,forget,12.0,9.0,0.218425,-0.640133333333
923,acoso,3.0,11.0,0.1896,-0.327872727273
924,Station,4.0,8.0,0.50765,-0.469875
925,Take,1.0,1.0,0.3612,-0.7762
926,talks,1.0,9.0,0.34,-0.409188888889
927,children,1.0,2.0,0.5267,-0.631
928,WOMAN,151.0,43.0,0.439582781457,-0.475834883721
929,tv,2.0,1.0,0.69,-0.5106
930,program,2.0,1.0,0.3111,-0.5994
931,th,2.0,4.0,0.4814,-0.773275
932,smile,1.0,1.0,0.3612,-0.5267
933,te,2.0,11.0,0.4574,-0.492654545455
934,Eat,2.0,1.0,0.3612,-0.7906
935,case,7.0,268.0,0.505414285714,-0.758489552239
936,woman,199.0,272.0,0.448432663317,-0.591715808824
937,worse,3.0,31.0,0.2366,-0.762103225806
938,song,1.0,1.0,0.1531,-0.5574
939,far,3.0,18.0,0.723533333333,-0.734
940,fat,1.0,1.0,0.7499,-0.872
941,I'd,2.0,7.0,0.36315,-0.313514285714
942,fan,9.0,2.0,0.353033333333,-0.41125
943,surprise,3.0,1.0,0.268133333333,-0.0552
944,I'm,32.0,22.0,0.519003125,-0.522763636364
945,difference,3.0,1.0,0.413666666667,-0.1984
946,ranting,1.0,19.0,0.4374,-0.442852631579
947,Don't,5.0,12.0,0.53584,-0.638316666667
948,celebrity,2.0,2.0,0.4753,-0.45905
949,list,5.0,14.0,0.6198,-0.273971428571
950,large,1.0,3.0,0.7635,-0.239433333333
951,sane,2.0,1.0,0.4753,-0.8074
952,HYPOCRITE,3.0,4.0,0.5574,-0.64735
953,streets,1.0,2.0,0.0258,-0.40775
954,TSA,4.0,1.0,0.418025,-0.4019
955,Only,6.0,4.0,0.729883333333,-0.7211
956,pass,2.0,1.0,0.33135,-0.8363
957,East,37.0,19.0,0.347256756757,-0.468484210526
958,Trump's,1.0,16.0,0.4674,-0.7537
959,stood,4.0,8.0,0.5074,-0.418
960,Tried,3.0,1.0,0.3877,-0.7531
961,abt,3.0,4.0,0.605033333333,-0.69435
962,public,14.0,156.0,0.608114285714,-0.28213974359
963,full,8.0,8.0,0.517375,-0.7025375
964,Proud,6.0,1.0,0.655433333333,0.0
965,varias,1.0,1.0,0.3612,-0.5574
966,hours,8.0,1.0,0.39105,-0.4767
967,Angelina,32.0,475.0,0.523765625,-0.206754315789
968,strong,149.0,2.0,0.451420805369,-0.67605
969,speeches,1.0,1.0,0.3382,-0.8197
970,creeps,1.0,1.0,0.4588,-0.8452
971,Absolutely,3.0,1.0,0.172666666667,-0.765
972,experience,7.0,3.0,0.173514285714,-0.645633333333
973,spotlight,1.0,1.0,0.3818,-0.8299
974,airport,5.0,3.0,0.5132,-0.4905
975,social,4.0,14.0,0.6512,-0.447371428571
976,action,1.0,3.0,0.8316,-0.3094
977,Naomi,7.0,3.0,0.512585714286,-0.352966666667
978,Joan,1.0,1.0,0.7145,-0.4767
979,family,26.0,6.0,0.460357692308,-0.458666666667
980,ask,4.0,13.0,0.560075,-0.271353846154
981,Tears,1.0,2.0,0.8523,-0.26025
982,Too,1.0,4.0,0.0258,-0.655875
983,°,12.0,10.0,0.389975,-0.3704
984,two,34.0,4.0,0.301491176471,-0.402575
985,Connor,17.0,1.0,0.3612,-0.296
986,Russian,1.0,1.0,0.4404,-0.6705
987,trabajo,4.0,1.0,0.34,0.0
988,OUT,1.0,13.0,0.5368,-0.374261538462
989,knows,5.0,3.0,0.57054,-0.735933333333
990,El,1.0,3.0,0.128,-0.5814
991,company,1.0,1.0,0.1779,-0.926
992,So,62.0,1279.0,0.605033870968,-0.469948318999
993,basically,1.0,1.0,0.0258,-0.7003
994,known,6.0,3.0,0.398833333333,-0.265666666667
995,respected,2.0,2.0,0.487,-0.5237
996,none,1.0,439.0,0.2946,-0.176894305239
997,Now,18.0,62.0,0.35035,-0.386512903226
998,hour,11.0,1.0,0.4479,-0.7269
999,sucks,2.0,1.0,0.4184,-0.7644
1000,JUDD,37.0,68.0,0.487040540541,-0.577616176471
1001,offended,3.0,7.0,0.549233333333,-0.619042857143
1002,remain,1.0,2.0,0.4767,-0.25
1003,sudden,1.0,1.0,0.3612,-0.6705
1004,SO,1.0,6.0,0.7141,-0.804566666667
1005,v,5.0,7.0,0.7045,-0.501514285714
1006,male,2.0,2.0,0.4184,-0.3743
1007,Your,3.0,21.0,0.6154,-0.237085714286
1008,bravely,1.0,2.0,0.5106,-0.7717
1009,...she,1.0,2.0,0.308,-0.59885
1010,share,2.0,2.0,0.55905,-0.63675
1011,accept,3.0,1.0,0.633233333333,-0.1984
1012,sense,1.0,4.0,0.69,-0.515975
1013,dress,6.0,3.0,0.240766666667,-0.477966666667
1014,needs,14.0,20.0,0.344371428571,-0.53436
1015,acts,2.0,2.0,0.395,-0.51935
1016,stayed,1.0,2.0,0.0772,-0.7209
1017,BLOOM,2.0,1.0,0.5008,-0.628
1018,Don,5.0,4.0,0.47156,-0.6862
1019,tried,79.0,5.0,0.373920253165,-0.33702
1020,1202596357,6.0,10.0,0.664133333333,-0.45866
1021,blood,4.0,4.0,0.70465,-0.50995
1022,coming,35.0,13.0,0.393434285714,-0.611215384615
1023,Lisa,1.0,3.0,0.3182,-0.894366666667
1024,response,1.0,11.0,0.0387,-0.746572727273
1025,proclaimed,1.0,3.0,0.5983,-0.416866666667
1026,Weinstein's,14.0,17.0,0.241578571429,-0.538058823529
1027,Democrats,7.0,4.0,0.534357142857,-0.636
1028,media,1.0,3.0,0.1027,-0.4523
1029,Expose,1.0,1.0,0.4215,0.0
1030,that's,203.0,8.0,0.677390147783,-0.3749
1031,What,40.0,53.0,0.520985,-0.5567
1032,help,83.0,9.0,0.814021686747,-0.328322222222
1033,don't,26.0,20.0,0.425246153846,-0.446375
1034,sooo,1.0,1.0,0.5994,-0.6057
1035,Same,8.0,2.0,0.2553,-0.37895
1036,trade,1.0,1.0,0.5449,-0.3016
1037,smiling,6.0,1.0,0.648516666667,-0.128
1038,Oct,1.0,2.0,0.8585,-0.2231
1039,24,8.0,588.0,0.483525,-0.615668367347
1040,26,1.0,1.0,0.4588,-0.1695
1041,Full,1.0,3.0,0.0772,-0.1613
1042,20,249.0,1726.0,0.635525301205,-0.541598783314
1043,21,38.0,586.0,0.6256,-0.6166
1044,22,16.0,587.0,0.2263,-0.61612879046
1045,actually,4.0,25.0,0.597825,-0.673008
1046,late,3.0,3.0,0.4662,-0.174733333333
1047,haven't,8.0,9.0,0.474475,-0.695466666667
1048,fool,1.0,1.0,0.7203,-0.8452
1049,good,14.0,10.0,0.7109,-0.63616
1050,yo,2.0,1.0,0.36845,-0.8422
1051,ya,3.0,2.0,0.1998,-0.5574
1052,#HarveyWeinsteinhttps,3.0,1.0,0.3237,-0.6037
1053,Michael,11.0,5704.0,0.472290909091,-0.790193618513
1054,noticing,2.0,1.0,0.5719,-0.5563
1055,miedo,1.0,1.0,0.3818,-0.695
1056,you've,2.0,1.0,0.5222,-0.8567
1057,VICTIM,2.0,2.0,0.2179,-0.8415
1058,foot,2.0,6.0,0.5719,-0.1341
1059,complain,1.0,1.0,0.5983,-0.8548
1060,bigger,2.0,4.0,0.3111,-0.6369
1061,groped,12.0,4.0,0.473066666667,-0.443925
1062,easily,2.0,1.0,0.50525,-0.3053
1063,always,14.0,2.0,0.627871428571,-0.5105
1064,someone,9.0,24.0,0.470333333333,-0.680058333333
1065,stopped,2.0,3.0,0.5793,-0.601333333333
1066,Thanks,4.0,3.0,0.81515,-0.3901
1067,found,3.0,48.0,0.249233333333,-0.508335416667
1068,isn't,8.0,13.0,0.681,-0.617946153846
1069,Hmmm,1.0,2.0,0.2047,-0.58805
1070,week,1.0,42.0,0.4019,-0.493121428571
1071,everyone,4.0,4.0,0.404925,-0.386175
1072,mental,5.0,11.0,0.2792,-0.494918181818
1073,Weinshtein,4.0,6.0,0.2427,-0.349633333333
1074,Rose,89.0,38.0,0.440412359551,-0.520368421053
1075,hard,2.0,446.0,0.31665,-0.17714529148
1076,expect,1.0,5.0,0.4389,-0.57078
1077,Argento,21.0,2.0,0.549280952381,-0.3921
1078,event,4.0,1.0,0.349325,-0.9186
1079,really,18.0,34.0,0.385244444444,-0.561747058824
1080,leave,2.0,9.0,0.27725,-0.284444444444
1081,HARVEY,4.0,13.0,0.5223,-0.817292307692
1082,since,60.0,133.0,0.386386666667,-0.157733082707
1083,Mira,11.0,22.0,0.444027272727,-0.692954545455
1084,THURSDAY,6.0,94.0,0.8116,-0.131892553191
1085,acting,5.0,7.0,0.7065,-0.648928571429
1086,7,1.0,6.0,0.4595,-0.8827
1087,guess,20.0,13.0,0.386915,-0.658830769231
